permyear,apn,address,projname,hcategory,tenure,vlowdr,lowdr,amodtot,totalunit,geometry,vlowtot,lowtot,hsngsite
2016,160-16-044,190  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061442137045 37.4012384968592),0.0,0.0,Y
2016,160-16-044,188  ATHENA CT,,SF,Owner,0,0,1,1,POINT (-122.0619356634 37.4011894901029),0.0,0.0,Y
2016,160-16-044,194  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.059022783575 37.4008762679255),0.0,0.0,Y
2016,160-16-044,196  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061114907027 37.4011575281974),0.0,0.0,Y
2016,160-16-044,198  ATHENA CT,,SF,Owner,0,0,1,1,POINT (-122.059274912107 37.4009529755994),0.0,0.0,Y
2016,160-16-044,208  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.060942563648 37.4010121177151),0.0,0.0,Y
2016,160-16-044,206  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.059628962607 37.4009401908372),0.0,0.0,Y
2016,160-16-044,204  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.059870362227 37.4009423222304),0.0,0.0,Y
2016,160-16-044,210  ATHENA CT,,SF,Owner,0,0,1,1,POINT (-122.060835958013 37.401093606185),0.0,0.0,Y
2016,160-16-044,212  ATHENA CT,,SF,Owner,0,0,1,1,POINT (-122.059446572901 37.4009039679438),0.0,0.0,Y
2016,160-16-044,216  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.060267329274 37.4010254213861),0.0,0.0,Y
2016,160-16-044,214  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061683535767 37.4011809672279),0.0,0.0,Y
2016,160-16-044,218  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.060095667581 37.4009316679621),0.0,0.0,Y
2016,160-16-044,220  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.060546279187 37.401093606185),0.0,0.0,Y
2016,160-16-044,226  ATHENA CT,,SF,Owner,0,0,1,1,POINT (-122.06146359397 37.4011426129413),0.0,0.0,Y
2016,160-61-048,370  PACIFIC DR,,SF,Owner,0,0,1,1,POINT (-122.059569130711 37.3915633267861),0.0,0.0,N
2016,160-61-048,376  PACIFIC DR,,SF,Owner,0,0,1,1,POINT (-122.059569130711 37.3915633267861),0.0,0.0,N
2016,160-61-048,192  MELIA LP,,SF,Owner,0,0,1,1,POINT (-122.059569130711 37.3915633267861),0.0,0.0,N
2016,160-61-048,193  MELIA LP,,SF,Owner,0,0,1,1,POINT (-122.059569130711 37.3915633267861),0.0,0.0,N
2016,160-61-048,191  MELIA LP,,SF,Owner,0,0,1,1,POINT (-122.059569130711 37.3915633267861),0.0,0.0,N
2016,193-20-051,1652  BEGEN AV,,SF,Owner,0,0,1,1,POINT (-122.085395971847 37.3756755491873),0.0,0.0,N
2016,154-11-027,1709  VILLA ST,,SF,Owner,0,0,1,1,POINT (-122.089937342235 37.3979400812698),0.0,0.0,N
2016,147-42-236,2206  LELAND AV,,SF,Owner,0,0,1,1,POINT (-122.099512999625 37.4035560003092),0.0,0.0,N
2016,147-42-237,2212  LELAND AV,,SF,Owner,0,0,1,1,POINT (-122.099693999878 37.4036130002398),0.0,0.0,N
2015,,"121, 123, 125 EASY ST",,SF,,0,0,3,3,POINT (-122.067630982684 37.3934622281993),0.0,0.0,Y
2015,,801 WASHINGTON ST (100 MOFFETT BLVD),,5 or More Units Per Structure,,0,2,45,47,POINT (-122.078522286175 37.3965070322737),0.0,2.0,N
2015,,1946 SAN LUIS AVE,,SF,,0,0,3,3,POINT (-122.091221987804 37.4081469476236),0.0,0.0,N
2015,,1951 COLONY ST,,SF,,0,0,32,32,POINT (-122.088836421863 37.4153451536559),0.0,0.0,N
2015,,1984 W EL CAMINO REAL,,5 or More Units Per Structure,,0,7,148,155,POINT (-122.099412711727 37.3950369797728),0.0,7.0,N
2015,,485 MARIPOSA AVE,,SU,,0,0,1,1,POINT (-122.089575134885 37.3939983959093),0.0,0.0,N
2015,,1748 PILGRIM AVE,,SU,,0,0,1,1,POINT (-122.098089731656 37.3896764681945),0.0,0.0,N
2015,,"214, 216, 218 COLLEGE AVE",,SF,,0,0,2,2,POINT (-122.100806447759 37.4018627513649),0.0,0.0,N
2015,,"275, 277, 279 COLLEGE AVE",,SF,,0,0,2,2,POINT (-122.100629219263 37.4011841112578),0.0,0.0,N
